Acceleration,Current_1,Voltage_1,Current_2,Current_3,Voltage_3,Fecha,true
10.87,19.65,243.2,18.55,20.6,242.1,1/11/2023 16:35:18,
19.65,243.2,18.55,8.8,20.6,242.1,1/11/2023 16:35:18,
11.02,19.65,243.2,18.55,20.6,242.1,1/11/2023 16:35:18,
11.58,19.65,243.2,18.55,20.6,242.1,1/11/2023 16:35:19,
10.09,19.65,243.2,18.55,20.6,242.1,1/11/2023 16:35:19,
10.03,19.65,243.2,18.55,20.6,242.1,1/11/2023 16:35:19,
19.65,243.2,18.55,20.6,242.1,9.12,1/11/2023 16:35:19,
19.65,243.2,18.55,20.6,242.1,11.01,1/11/2023 16:35:19,
19.65,243.2,18.55,20.6,242.1,11.31,1/11/2023 16:35:19,
11.89,19.65,243.2,18.55,20.6,242.1,1/11/2023 16:35:19,
9.96,19.65,243.2,18.55,20.6,242.1,1/11/2023 16:35:19,
19.65,243.2,10.93,18.53,20.6,242.1,1/11/2023 16:35:19,
19.65,243.2,18.53,20.6,242.1,11.32,1/11/2023 16:35:19,
7.97,243.2,18.53,20.6,242.1,19.65,1/11/2023 16:35:19,
10.36,243.3,18.53,20.6,242.1,19.65,1/11/2023 16:35:19,
243.3,18.53,20.6,242.1,12.96,19.65,1/11/2023 16:35:19,
243.3,13.71,18.53,20.6,242.1,19.65,1/11/2023 16:35:19,
243.3,18.53,20.6,242.1,19.65,8.27,1/11/2023 16:35:19,
11.1,19.65,243.3,18.53,20.6,242.1,1/11/2023 16:35:19,
7.7,19.65,243.3,18.53,20.6,242.1,1/11/2023 16:35:19,
19.65,243.3,9.4,18.53,20.6,242.1,1/11/2023 16:35:19,
19.7,243.3,18.57,20.67,242.3,8.97,1/11/2023 16:35:21,
14.62,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
19.7,243.3,18.57,20.67,242.3,8.42,1/11/2023 16:35:21,
9.66,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
19.7,243.3,18.57,7.38,20.67,242.3,1/11/2023 16:35:21,
19.7,10.33,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
10.92,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
8.95,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
19.7,243.3,8.36,18.57,20.67,242.3,1/11/2023 16:35:21,
10.5,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
11.85,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
9.44,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
8.56,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
12.22,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
8.8,19.7,243.3,18.57,20.67,242.3,1/11/2023 16:35:21,
10.05,19.66,243.5,18.57,20.67,242.3,1/11/2023 16:35:22,
11.75,19.66,243.5,18.57,20.67,242.3,1/11/2023 16:35:22,
19.66,243.5,18.57,10.86,20.67,242.3,1/11/2023 16:35:22,
19.66,243.5,9.98,18.57,20.67,242.3,1/11/2023 16:35:22,
8.15,19.66,243.5,18.57,20.67,242.3,1/11/2023 16:35:22,
12.04,19.66,243.5,18.57,20.67,242.3,1/11/2023 16:35:22,
19.66,243.5,10.32,18.57,20.67,242.3,1/11/2023 16:35:22,
19.66,243.5,18.57,20.67,242.3,7.36,1/11/2023 16:35:22,
19.66,243.5,9.89,18.57,20.59,242.4,1/11/2023 16:35:22,
10.34,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
11.98,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
9.82,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
12.54,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
8.74,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
13.32,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
12.02,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
8.13,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
10.93,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
11.65,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
10.09,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:22,
11.31,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:23,
12.29,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:23,
8.79,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:23,
19.66,243.5,18.57,8.84,20.59,242.4,1/11/2023 16:35:23,
19.66,243.5,8.43,18.57,20.59,242.4,1/11/2023 16:35:23,
8.1,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:23,
9.94,19.66,243.5,18.57,20.59,242.4,1/11/2023 16:35:23,
19.66,243.5,18.57,20.59,242.4,11.49,1/11/2023 16:35:23,
19.66,243.5,18.57,20.59,242.4,8.52,1/11/2023 16:35:23,
19.66,243.5,10.93,18.57,20.59,242.4,1/11/2023 16:35:23,
10.57,19.68,243.4,18.57,20.59,242.4,1/11/2023 16:35:23,
19.68,243.4,18.57,20.59,242.4,8.39,1/11/2023 16:35:23,
9.85,19.68,243.4,18.57,20.59,242.4,1/11/2023 16:35:23,
19.68,243.4,18.57,20.65,242.3,6.93,1/11/2023 16:35:23,
13.75,19.68,243.4,18.57,20.65,242.3,1/11/2023 16:35:23,
8.8,19.68,243.4,18.57,20.65,242.3,1/11/2023 16:35:23,
10.32,19.68,243.4,18.57,20.65,242.3,1/11/2023 16:35:23,
19.68,243.4,12.31,18.57,20.65,242.3,1/11/2023 16:35:23,
7.49,19.68,243.4,18.57,20.65,242.3,1/11/2023 16:35:24,
9.55,19.68,243.4,18.57,20.65,242.3,1/11/2023 16:35:24,
19.7,243.4,18.57,20.68,242.3,11.75,1/11/2023 16:35:25,
8.82,242.3,19.7,243.4,18.57,20.68,1/11/2023 16:35:25,
242.3,7.67,19.7,243.4,18.57,20.68,1/11/2023 16:35:25,
242.3,6.65,19.7,243.4,18.57,20.68,1/11/2023 16:35:25,
242.3,9.55,19.7,243.4,18.57,20.68,1/11/2023 16:35:25,
9.43,242.3,19.7,243.4,18.57,20.68,1/11/2023 16:35:25,
8.8,242.3,19.7,243.4,18.57,20.68,1/11/2023 16:35:25,
242.3,19.7,243.4,18.57,20.68,9.59,1/11/2023 16:35:25,
10.53,18.57,20.68,242.3,19.7,243.4,1/11/2023 16:35:25,
12.29,18.57,20.68,242.3,19.7,243.4,1/11/2023 16:35:25,
18.57,20.68,242.3,19.7,243.4,10.21,1/11/2023 16:35:25,
20.68,242.3,19.7,243.4,18.57,11.5,1/11/2023 16:35:25,
10.79,18.59,20.68,242.3,19.7,243.4,1/11/2023 16:35:25,
18.59,11.85,20.68,242.3,19.72,243.4,1/11/2023 16:35:26,
18.59,20.68,242.3,19.72,243.4,13.3,1/11/2023 16:35:26,
19.72,8.59,243.4,18.59,20.68,242.3,1/11/2023 16:35:26,
9.36,19.72,243.4,18.59,20.68,242.3,1/11/2023 16:35:26,
19.78,243.4,18.59,20.72,242.3,8.99,1/11/2023 16:35:27,
12.94,18.59,20.72,242.3,19.78,243.4,1/11/2023 16:35:27,
18.58,20.72,242.2,19.76,243.3,8.95,1/11/2023 16:35:28,
18.58,20.72,242.2,19.76,243.3,12.84,1/11/2023 16:35:28,
10.93,18.58,20.72,242.2,19.76,243.3,1/11/2023 16:35:29,
18.59,20.72,242.2,19.74,243.3,10.68,1/11/2023 16:35:33,
12.16,19.74,243.3,18.59,20.72,242.2,1/11/2023 16:35:33,
19.74,243.3,18.59,20.72,242.2,10.4,1/11/2023 16:35:33,
9.4,18.65,20.72,242.2,19.74,243.3,1/11/2023 16:35:33,
18.65,20.72,242.2,8.8,19.76,243.4,1/11/2023 16:35:33,
18.65,20.72,242.2,19.76,243.4,6.51,1/11/2023 16:35:33,
18.65,20.72,242.2,9.97,19.76,243.4,1/11/2023 16:35:33,
18.65,20.72,242.2,19.76,243.4,10.29,1/11/2023 16:35:33,
8.31,18.65,20.72,242.2,19.76,243.4,1/11/2023 16:35:33,
18.6,20.73,242.2,19.76,243.3,10.67,1/11/2023 16:35:35,
10.64,19.76,243.3,18.6,20.73,242.2,1/11/2023 16:35:35,
19.74,243.4,18.62,20.69,242.3,6.75,1/11/2023 16:35:37,
6.95,20.69,242.3,19.74,243.4,18.62,1/11/2023 16:35:37,
20.69,242.3,19.72,9.03,243.4,18.62,1/11/2023 16:35:37,
20.69,242.3,19.72,243.4,18.68,11.26,1/11/2023 16:35:37,
9.13,243.4,18.68,20.69,242.3,19.72,1/11/2023 16:35:37,
243.4,18.68,20.65,242.4,19.72,9.89,1/11/2023 16:35:37,
13.5,19.72,243.4,18.68,20.65,242.4,1/11/2023 16:35:37,
19.72,11.96,243.4,18.68,20.65,242.4,1/11/2023 16:35:38,
19.72,243.4,18.68,20.65,242.4,9.06,1/11/2023 16:35:38,
12.79,243.4,18.68,20.65,242.4,19.72,1/11/2023 16:35:38,
13.9,243.4,18.72,20.65,242.4,19.72,1/11/2023 16:35:38,
243.4,18.72,20.65,242.4,19.72,8.84,1/11/2023 16:35:38,
12.63,19.73,243.5,18.72,20.65,242.4,1/11/2023 16:35:38,
19.73,243.5,18.72,20.65,242.4,12.84,1/11/2023 16:35:38,
19.73,243.5,18.72,20.65,242.4,8.38,1/11/2023 16:35:38,
19.73,243.5,18.72,20.65,242.4,12.57,1/11/2023 16:35:38,
7.96,19.73,243.5,18.72,20.65,242.4,1/11/2023 16:35:39,
19.73,243.5,18.72,20.65,11.01,242.4,1/11/2023 16:35:39,
19.73,243.5,12.85,18.72,20.65,242.4,1/11/2023 16:35:39,
9.24,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
8.59,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
7.35,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
10.32,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
11.61,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
19.73,7.55,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
19.73,243.5,18.72,10.84,20.64,242.4,1/11/2023 16:35:39,
13.24,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
19.73,243.5,9.38,18.72,20.64,242.4,1/11/2023 16:35:39,
8.44,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
19.73,11.34,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
8.09,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
7.49,19.73,243.5,18.72,20.64,242.4,1/11/2023 16:35:39,
19.73,243.5,18.74,20.64,242.4,10.93,1/11/2023 16:35:39,
7.81,20.64,242.4,19.76,243.4,18.74,1/11/2023 16:35:40,
20.64,242.4,10.58,19.76,243.4,18.74,1/11/2023 16:35:40,
11.5,20.64,242.4,19.76,243.4,18.74,1/11/2023 16:35:40,
20.64,242.4,19.76,243.4,18.74,7.76,1/11/2023 16:35:40,
8.93,18.74,20.64,242.4,19.76,243.4,1/11/2023 16:35:40,
18.74,20.64,242.4,12.14,19.76,243.4,1/11/2023 16:35:40,
18.74,20.64,242.4,10.93,19.76,243.4,1/11/2023 16:35:40,
18.74,8.69,20.68,242.3,19.76,243.4,1/11/2023 16:35:40,
18.74,20.68,242.3,10.02,19.76,243.4,1/11/2023 16:35:40,
18.77,20.68,242.3,19.78,243.3,9.35,1/11/2023 16:35:41,
12.85,18.77,20.68,242.3,19.78,243.3,1/11/2023 16:35:41,
18.77,20.68,242.3,8.81,19.78,243.3,1/11/2023 16:35:41,
18.77,20.68,242.3,9.9,19.78,243.3,1/11/2023 16:35:41,
18.77,7.15,20.66,242.2,19.78,243.3,1/11/2023 16:35:41,
18.77,20.66,242.2,9.92,19.78,243.3,1/11/2023 16:35:41,
8.99,18.77,20.66,242.2,19.78,243.3,1/11/2023 16:35:41,
18.77,20.66,242.2,11.04,19.78,243.3,1/11/2023 16:35:42,
18.77,20.66,242.2,8.7,19.78,243.3,1/11/2023 16:35:42,
18.77,13.31,20.66,242.2,19.78,243.3,1/11/2023 16:35:42,
9.99,18.77,20.66,242.2,19.78,243.3,1/11/2023 16:35:42,
6.77,18.77,20.66,242.2,19.78,243.3,1/11/2023 16:35:42,
18.77,20.66,242.2,19.78,243.3,11.99,1/11/2023 16:35:42,
18.77,20.66,242.2,19.78,243.3,9.19,1/11/2023 16:35:42,
18.77,11.66,20.66,242.2,19.78,243.3,1/11/2023 16:35:42,
13.41,18.71,20.66,242.2,19.78,243.3,1/11/2023 16:35:42,
18.71,20.66,242.2,8.12,19.78,243.3,1/11/2023 16:35:42,
11.93,18.71,20.66,242.2,19.78,243.3,1/11/2023 16:35:42,
18.71,20.66,242.2,6.92,19.78,243.3,1/11/2023 16:35:42,
18.71,7.87,20.66,242.2,19.75,243.3,1/11/2023 16:35:42,
8.59,18.71,20.66,242.2,19.75,243.3,1/11/2023 16:35:42,
18.71,20.66,242.2,19.75,243.3,12.42,1/11/2023 16:35:42,
20.67,242.2,10.38,19.75,243.3,18.71,1/11/2023 16:35:43,
10.46,20.67,242.2,19.75,243.3,18.71,1/11/2023 16:35:43,
20.67,242.2,19.75,243.3,9.18,18.71,1/11/2023 16:35:43,
12.5,20.67,242.2,19.75,243.3,18.71,1/11/2023 16:35:43,
20.67,242.2,11.57,19.75,243.3,18.71,1/11/2023 16:35:43,
9.08,20.67,242.2,19.75,243.3,18.71,1/11/2023 16:35:43,
11.04,20.67,242.2,19.75,243.3,18.71,1/11/2023 16:35:43,
20.67,242.2,12.47,19.75,243.3,18.71,1/11/2023 16:35:43,
20.67,242.2,19.75,10.07,243.3,18.71,1/11/2023 16:35:43,
20.67,242.2,9.56,19.75,243.3,18.71,1/11/2023 16:35:43,
9.25,20.67,242.2,19.75,243.3,18.74,1/11/2023 16:35:43,
20.67,242.2,10.65,19.75,243.3,18.74,1/11/2023 16:35:43,
20.67,242.2,19.75,243.3,7.16,18.74,1/11/2023 16:35:43,
20.67,242.2,11.11,19.75,243.3,18.74,1/11/2023 16:35:43,
20.67,242.2,10.39,19.75,243.3,18.74,1/11/2023 16:35:43,
9.13,20.67,242.2,19.75,243.3,18.74,1/11/2023 16:35:43,
20.67,242.2,19.75,243.3,18.74,12.83,1/11/2023 16:35:43,
20.67,242.2,7.41,19.75,243.3,18.74,1/11/2023 16:35:44,
13.31,20.67,242.2,19.75,243.3,18.74,1/11/2023 16:35:44,
20.67,242.2,11.02,19.75,243.3,18.74,1/11/2023 16:35:44,
20.67,242.2,9.71,19.75,243.3,18.74,1/11/2023 16:35:44,
8.23,20.67,242.2,19.75,243.3,18.74,1/11/2023 16:35:44,
8.51,20.69,242.3,19.75,243.3,18.74,1/11/2023 16:35:44,
12.78,20.69,242.3,19.75,243.3,18.74,1/11/2023 16:35:44,
20.69,7.06,242.3,19.75,243.3,18.74,1/11/2023 16:35:44,
20.69,242.3,9.28,19.75,243.3,18.74,1/11/2023 16:35:44,
20.69,242.3,11.14,19.75,243.3,18.74,1/11/2023 16:35:44,
8.95,20.69,242.3,19.75,243.3,18.74,1/11/2023 16:35:44,
9.23,20.69,242.3,19.75,243.3,18.74,1/11/2023 16:35:44,
20.69,242.3,8.89,19.75,243.3,18.74,1/11/2023 16:35:44,
20.69,242.3,10.75,19.75,243.3,18.74,1/11/2023 16:35:44,
20.69,242.3,19.75,243.3,18.74,12.65,1/11/2023 16:35:44,
13.5,20.69,242.3,19.75,243.3,18.7,1/11/2023 16:35:44,
6.39,20.69,242.3,19.75,243.3,18.7,1/11/2023 16:35:44,
20.69,242.3,8.76,19.75,243.3,18.7,1/11/2023 16:35:44,
20.69,242.3,19.75,243.3,18.7,11.13,1/11/2023 16:35:44,
19.75,243.3,18.7,7.97,20.69,242.3,1/11/2023 16:35:45,
11.08,19.75,243.3,18.7,20.69,242.3,1/11/2023 16:35:45,
11.21,19.75,243.3,18.7,20.69,242.3,1/11/2023 16:35:45,
19.75,243.3,18.7,20.69,8.01,242.3,1/11/2023 16:35:45,
11.75,19.75,243.3,18.7,20.69,242.3,1/11/2023 16:35:45,
9.07,19.76,243.4,18.7,20.69,242.3,1/11/2023 16:35:45,
19.76,243.4,10.44,18.7,20.69,242.3,1/11/2023 16:35:45,
8.56,19.76,243.4,18.7,20.69,242.3,1/11/2023 16:35:45,
19.76,11.62,243.4,18.7,20.69,242.3,1/11/2023 16:35:45,
19.76,243.4,18.7,9.37,20.65,242.2,1/11/2023 16:35:45,
8.25,19.76,243.4,18.7,20.65,242.2,1/11/2023 16:35:45,
19.73,243.3,18.67,20.65,242.2,10.13,1/11/2023 16:35:46,
9.45,19.73,243.3,18.67,20.65,242.2,1/11/2023 16:35:46,
12.64,19.73,243.3,18.67,20.65,242.2,1/11/2023 16:35:46,
8.07,19.73,243.3,18.67,20.65,242.2,1/11/2023 16:35:46,
10.93,19.73,243.3,18.67,20.65,242.2,1/11/2023 16:35:46,
19.73,243.3,18.67,9.18,20.65,242.3,1/11/2023 16:35:46,
10.29,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:46,
19.73,243.3,9.33,18.67,20.65,242.3,1/11/2023 16:35:47,
19.73,243.3,18.67,20.65,10.27,242.3,1/11/2023 16:35:47,
11.27,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:47,
9.65,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:47,
10.19,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:47,
9.85,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:47,
8.75,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:47,
19.73,243.3,12.14,18.67,20.65,242.3,1/11/2023 16:35:47,
10.1,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:47,
7.11,19.73,243.3,18.67,20.65,242.3,1/11/2023 16:35:47,
19.73,243.3,8.92,18.71,20.65,242.3,1/11/2023 16:35:47,
9.51,19.73,243.3,18.71,20.65,242.3,1/11/2023 16:35:47,
19.73,243.3,18.71,10.92,20.65,242.3,1/11/2023 16:35:47,
19.73,243.3,7.72,18.71,20.65,242.3,1/11/2023 16:35:47,
10.68,19.74,243.3,18.71,20.65,242.3,1/11/2023 16:35:47,
19.74,243.3,10.61,18.71,20.65,242.3,1/11/2023 16:35:47,
7.79,19.74,243.3,18.71,20.65,242.3,1/11/2023 16:35:47,
19.74,243.3,18.71,20.65,11.37,242.3,1/11/2023 16:35:47,
11.96,19.74,243.3,18.71,20.65,242.3,1/11/2023 16:35:47,
9.27,19.74,243.3,18.71,20.65,242.3,1/11/2023 16:35:48,
19.74,243.3,6.61,18.71,20.65,242.3,1/11/2023 16:35:48,
19.74,243.3,18.71,20.65,9.02,242.3,1/11/2023 16:35:48,
19.74,243.3,18.71,14.22,20.65,242.3,1/11/2023 16:35:48,
19.74,243.3,18.71,8.71,20.65,242.3,1/11/2023 16:35:48,
10.87,19.74,243.3,18.71,20.65,242.3,1/11/2023 16:35:48,
19.74,243.3,10.2,18.71,20.65,242.3,1/11/2023 16:35:48,
19.77,243.5,18.72,20.65,242.3,12.44,1/11/2023 16:35:49,
10.28,19.77,243.5,18.72,20.65,242.3,1/11/2023 16:35:49,
19.77,243.5,18.72,20.65,242.3,11.01,1/11/2023 16:35:49,
19.77,243.5,8.07,18.72,20.65,242.3,1/11/2023 16:35:49,
19.77,243.5,18.72,9.3,20.65,242.3,1/11/2023 16:35:49,
9.49,19.77,243.5,18.72,20.65,242.3,1/11/2023 16:35:49,
12.6,19.77,243.5,18.53,20.65,242.3,1/11/2023 16:35:49,
7.81,19.77,243.5,18.53,20.65,242.3,1/11/2023 16:35:50,
19.77,243.5,9.53,18.53,20.65,242.3,1/11/2023 16:35:50,
19.77,9.54,243.5,18.53,20.65,242.3,1/11/2023 16:35:50,
11.68,19.53,243.5,18.53,20.65,242.3,1/11/2023 16:35:50,
19.53,243.5,11.9,18.53,20.65,242.3,1/11/2023 16:35:50,
11.46,19.84,243.2,18.57,21.06,242,1/11/2023 16:35:53,
19.84,243.2,18.57,21.06,242,8.36,1/11/2023 16:35:53,
12.55,19.84,243.2,18.57,21.06,242,1/11/2023 16:35:53,
19.84,11.78,243.2,18.57,21.06,242,1/11/2023 16:35:53,
10.36,19.84,243.2,18.57,21.06,242,1/11/2023 16:35:53,
11.07,19.84,243.2,18.69,21.06,242,1/11/2023 16:35:53,
10.76,19.84,243.2,18.69,21.06,242,1/11/2023 16:35:54,
19.84,243.2,18.69,21.06,242,11.47,1/11/2023 16:35:54,
19.84,243.2,18.69,21.06,242,8.07,1/11/2023 16:35:54,
19.84,243.2,18.69,21.06,242,11.43,1/11/2023 16:35:54,
19.84,243.2,18.69,21.06,242,9.08,1/11/2023 16:35:54,
11.74,19.84,243.2,18.69,21.06,242,1/11/2023 16:35:54,
10.09,19.84,243.2,18.69,21.06,242,1/11/2023 16:35:54,
10.56,19.84,243.2,18.69,21.06,242,1/11/2023 16:35:54,
10.81,19.84,243.2,18.69,21.06,242,1/11/2023 16:35:54,
19.84,243.2,11.5,18.69,21.06,242,1/11/2023 16:35:54,
19.84,243.2,18.69,8.56,21.06,242,1/11/2023 16:35:54,
11.37,19.84,243.2,18.69,20.84,242.2,1/11/2023 16:35:54,
19.84,243.2,18.69,20.84,242.2,6.74,1/11/2023 16:35:54,
19.84,243.2,18.69,11.31,20.84,242.2,1/11/2023 16:35:54,
10.11,19.84,243.2,18.69,20.84,242.2,1/11/2023 16:35:54,
19.84,243.2,18.69,20.84,242.2,10.26,1/11/2023 16:35:54,
8.86,19.84,243.2,18.69,20.84,242.2,1/11/2023 16:35:54,
19.84,243.2,18.69,11.77,20.84,242.2,1/11/2023 16:35:54,
19.84,243.2,11.19,18.69,20.84,242.2,1/11/2023 16:35:54,
12.08,19.84,243.2,18.69,20.84,242.2,1/11/2023 16:35:54,
19.84,243.2,18.69,20.84,12.24,242.2,1/11/2023 16:35:54,
8.73,19.84,243.2,18.69,20.84,242.2,1/11/2023 16:35:55,
19.84,243.2,12.63,18.69,20.84,242.2,1/11/2023 16:35:55,
19.84,243.2,18.69,9.67,20.84,242.2,1/11/2023 16:35:55,
7.08,19.84,243.2,18.69,20.84,242.2,1/11/2023 16:35:55,
9.75,19.84,243.2,18.69,20.84,242.2,1/11/2023 16:35:55,
8.76,19.77,243.1,18.65,20.84,242.2,1/11/2023 16:35:55,
10.36,19.77,243.1,18.65,20.84,242.2,1/11/2023 16:35:55,
7,19.77,243.1,18.65,20.84,242.2,1/11/2023 16:35:55,
19.77,243.1,18.65,10.98,20.84,242.2,1/11/2023 16:35:55,
19.77,243.1,18.65,20.84,242.2,10.96,1/11/2023 16:35:55,
10.6,19.77,243.1,18.65,20.78,242.1,1/11/2023 16:35:55,
19.77,243.1,18.65,20.78,242.1,7.67,1/11/2023 16:35:55,
19.77,243.1,18.65,20.78,242.1,9.66,1/11/2023 16:35:55,
19.77,243.1,18.65,20.78,242.1,7.28,1/11/2023 16:35:55,
19.77,243.1,18.65,20.78,242.1,11.2,1/11/2023 16:35:55,
11.27,19.77,243.1,18.65,20.78,242.1,1/11/2023 16:35:55,
19.78,243.2,18.62,20.78,242.1,7.96,1/11/2023 16:35:57,
11.06,20.76,242,19.78,243.2,18.62,1/11/2023 16:35:57,
20.76,242,19.78,243.2,18.62,9.7,1/11/2023 16:35:57,
8.16,19.78,243.2,18.62,20.76,242,1/11/2023 16:35:57,
9.49,19.78,243.2,18.62,20.76,242,1/11/2023 16:35:57,
19.78,243.2,7.48,18.62,20.76,242,1/11/2023 16:35:57,
19.78,243.2,18.62,20.76,242,8.83,1/11/2023 16:35:57,
19.78,243.2,18.62,20.76,242,8.9,1/11/2023 16:35:57,
19.78,11.4,243.2,18.62,20.76,242,1/11/2023 16:35:57,
8.95,19.78,243.2,18.63,20.76,242,1/11/2023 16:35:57,
8.65,19.78,243.2,18.63,20.76,242,1/11/2023 16:35:57,
19.78,243.2,18.63,20.76,242,11.32,1/11/2023 16:35:57,
19.78,243.2,18.63,20.76,242,11.17,1/11/2023 16:35:57,
243.2,18.63,20.76,242,14.04,19.76,1/11/2023 16:35:57,
243.1,9.64,18.63,20.76,242,19.76,1/11/2023 16:35:58,
243,18.62,20.77,242,19.77,10.19,1/11/2023 16:35:59,
18.62,9.68,20.77,242,19.77,243,1/11/2023 16:35:59,
18.62,20.77,242,19.77,243,10.02,1/11/2023 16:35:59,
11.95,18.62,20.77,242,19.77,243,1/11/2023 16:35:59,
18.62,20.77,242.1,19.77,243,13.31,1/11/2023 16:35:59,
8.7,18.62,20.77,242.1,19.77,243,1/11/2023 16:36:00,
18.62,20.77,242.1,19.77,243,9.73,1/11/2023 16:36:00,
18.62,8.67,20.77,242.1,19.77,243,1/11/2023 16:36:00,
9.49,18.62,20.77,242.1,19.77,243,1/11/2023 16:36:00,
7.73,18.62,20.77,242.1,19.77,243,1/11/2023 16:36:00,
10.97,18.62,20.77,242.1,19.77,243,1/11/2023 16:36:00,
12.06,18.62,20.77,242.1,19.77,243,1/11/2023 16:36:00,
10.22,18.62,20.77,242.1,19.77,243,1/11/2023 16:36:00,
18.62,20.77,242.1,11.03,19.77,243,1/11/2023 16:36:00,
8.85,18.61,20.77,242.1,19.77,243,1/11/2023 16:36:00,
18.61,8.34,20.77,242.1,19.77,243,1/11/2023 16:36:00,
18.61,20.77,242.1,19.77,243,8.26,1/11/2023 16:36:00,
9.88,20.82,241.9,19.77,243,18.61,1/11/2023 16:36:00,
20.82,241.9,10.81,19.77,243,18.61,1/11/2023 16:36:01,
20.82,241.9,19.77,243,18.61,9.73,1/11/2023 16:36:01,
8.51,20.82,241.9,19.77,243,18.61,1/11/2023 16:36:01,
20.82,241.9,19.77,243,18.61,10.52,1/11/2023 16:36:01,
9.94,18.61,20.82,241.9,19.77,243,1/11/2023 16:36:01,
18.61,20.82,241.9,19.77,243,12.21,1/11/2023 16:36:01,
7.73,19.77,243,18.61,20.82,241.9,1/11/2023 16:36:01,
19.77,243,18.61,20.82,241.9,13.45,1/11/2023 16:36:01,
9.54,18.62,20.82,241.9,19.77,243,1/11/2023 16:36:01,
18.62,20.82,241.9,19.77,243,7.87,1/11/2023 16:36:01,
7.98,20.82,241.9,19.77,243,18.62,1/11/2023 16:36:02,
20.82,241.9,19.75,243.1,18.62,9.67,1/11/2023 16:36:02,
8.35,18.62,20.82,241.9,19.75,243.1,1/11/2023 16:36:02,
18.62,20.77,242.1,19.75,243.1,7.79,1/11/2023 16:36:02,
13.2,19.75,243.1,18.62,20.77,242.1,1/11/2023 16:36:02,
19.75,243.1,18.62,20.77,242.1,8.81,1/11/2023 16:36:02,
7.73,19.75,243.1,18.59,20.77,242.1,1/11/2023 16:36:02,
19.75,243.1,18.59,20.77,242.1,11.85,1/11/2023 16:36:02,
19.75,243.1,18.59,8.76,20.77,242.1,1/11/2023 16:36:02,
11.64,19.75,243.1,18.59,20.77,242.1,1/11/2023 16:36:02,
8.02,19.75,243.1,18.59,20.77,242.1,1/11/2023 16:36:02,
11.24,19.73,243.1,18.59,20.77,242.1,1/11/2023 16:36:03,
12.14,19.73,243.1,18.59,20.77,242.1,1/11/2023 16:36:03,
9.58,19.73,243.1,18.59,20.77,242.1,1/11/2023 16:36:03,
19.73,243.1,18.59,20.77,242.1,12.85,1/11/2023 16:36:03,
19.73,243.1,18.59,20.77,242.1,12.27,1/11/2023 16:36:03,
10.09,19.73,243.1,18.59,20.77,242.1,1/11/2023 16:36:03,
19.73,243.1,18.59,20.77,242.1,7.42,1/11/2023 16:36:03,
19.73,243.1,18.59,11.07,20.74,242.2,1/11/2023 16:36:03,
